path,dataset,session,subject,trial,label,source
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Left/trial59.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,59,Left,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Left/trial60.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,60,Left,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Left/trial61.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,61,Left,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Left/trial62.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,62,Left,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Left/trial63.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,63,Left,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Left/trial64.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,64,Left,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Right/trial65.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,65,Right,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Right/trial66.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,66,Right,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Right/trial67.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,67,Right,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Right/trial68.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,68,Right,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Right/trial69.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,69,Right,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Right/trial70.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,70,Right,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Right/trial71.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,71,Right,csv+folder
data/demo/Data2/sub-440957/sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen/NPZ/Right/trial72.npz,Data2,sub-440957_ses-20190211T143614_behavior+ecephys+image+ogen,sub-440957,72,Right,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Ignore/trial73.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,73,Ignore,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Ignore/trial74.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,74,Ignore,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Ignore/trial75.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,75,Ignore,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Ignore/trial76.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,76,Ignore,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Ignore/trial77.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,77,Ignore,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Ignore/trial78.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,78,Ignore,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Ignore/trial79.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,79,Ignore,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Ignore/trial80.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,80,Ignore,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Left/trial81.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,81,Left,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Left/trial82.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,82,Left,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Left/trial83.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,83,Left,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Left/trial84.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,84,Left,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Left/trial85.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,85,Left,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Left/trial86.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,86,Left,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Left/trial87.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,87,Left,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Left/trial88.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,88,Left,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Right/trial89.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,89,Right,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Right/trial90.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,90,Right,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Right/trial91.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,91,Right,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Right/trial92.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,92,Right,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Right/trial93.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,93,Right,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Right/trial94.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,94,Right,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Right/trial95.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,95,Right,csv+folder
data/demo/Data2/sub-442571x/sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen/NPZ/Right/trial96.npz,Data2,sub-442571_ses-20190227T134351_behavior+ecephys+image+ogen,sub-442571x,96,Right,csv+folder
