region,unit_id,local_index,selected,score,dprime,delay_lick_coupling,tf_selectivity,attention,prediction_gain,delay_rate_hz,preferred_class,neuron_type,reasons
left ALM,15,14,True,1.9059011112953907,6.449419066400607,0.14251389690131513,0.011483436450362206,0.04467585025346722,0.10530814150943803,9.780701637268066,Right,delay_choice,Choice-discriminative delay rate (d′=6.45 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.045); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.105). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left Striatum,166,53,True,1.6577312339471668,3.112026450545076,0.035262789968768006,0.010440270602703094,0.08000466971058587,0.026028036712614475,8.859648704528809,Right,delay_choice,Choice-discriminative delay rate (d′=3.11 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.080); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.026). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,106,49,True,1.598165097753287,6.675177058828587,0.10001225549993316,0.004259993880987167,0.0942441459448183,0.07726398213088524,9.254385948181152,Left,delay_choice,Choice-discriminative delay rate (d′=6.68 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.094); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.077). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,4,3,True,1.5743155910712539,6.797973135042656,0.09456632277669014,0.01133042573928833,0.06330642028883764,0.07365463050925758,10.043859481811523,Right,delay_choice,Choice-discriminative delay rate (d′=6.80 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.063); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.074). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,20,19,True,1.4438468701730443,5.39165954649719,0.1313562661869392,0.01186022236943245,0.015512929040344696,0.0811441863980809,9.999999046325684,Right,delay_choice,Choice-discriminative delay rate (d′=5.39 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.016); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.081). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right Striatum,205,36,True,1.4367091037079496,4.148869201843096,0.0,0.002620566263794899,0.17550208382830634,0.0,7.456140041351318,Left,delay_choice,Choice-discriminative delay rate (d′=4.15 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.176); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,39,38,True,1.133514370020352,7.815304521524314,0.0,0.009298279508948326,0.17509319071545984,0.0,8.815788269042969,Right,delay_choice,Choice-discriminative delay rate (d′=7.82 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.175); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,66,9,True,1.0336602245593742,4.191345344020891,0.13985037506239614,0.0038213809952139855,0.007862124243627566,0.06783879755561024,7.587718963623047,Left,delay_choice,Choice-discriminative delay rate (d′=4.19 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.008); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.068). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,61,4,True,0.9783967274029308,4.908844275808272,0.08628124485926011,0.005639714375138283,0.016111867077978927,0.049018131030974764,9.51754379272461,Left,delay_choice,Choice-discriminative delay rate (d′=4.91 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.016); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.049). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,62,5,True,0.9399823908740993,6.577945969405468,0.015168281678354168,0.006562840379774571,0.0855120927105569,0.011547494785529999,8.771929740905762,Left,delay_choice,Choice-discriminative delay rate (d′=6.58 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.086); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.012). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,5,4,True,0.885106547807391,7.431353096108261,0.0,0.010398639552295207,0.11926723964687834,0.0,10.482455253601074,Right,delay_choice,Choice-discriminative delay rate (d′=7.43 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.119); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,101,44,True,0.8730266211996951,2.1762130355841056,0.24351860337622877,0.0022954246029257773,0.0010480432766425945,0.061333065389145756,5.263157844543457,Left,delay_ramp,Choice-discriminative delay rate (d′=2.18 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.001); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.061). | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,78,21,True,0.7493639209724801,4.1581731909553215,0.07994247857286686,0.005532594956457615,0.007605602723723465,0.03847169273703722,8.684210777282715,Left,delay_choice,Choice-discriminative delay rate (d′=4.16 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.008); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.038). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,34,33,True,0.7248093497085484,5.538459885059949,0.05656286280173216,0.00890321061015129,0.017965878605850572,0.0358925706771779,8.201754570007324,Right,delay_choice,Choice-discriminative delay rate (d′=5.54 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.018); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.036). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,88,31,True,0.6663389312061266,2.4974650318270144,0.16909559322317766,0.003014763630926609,0.001445097435574146,0.048875678244934946,4.254385471343994,Left,delay_ramp,Choice-discriminative delay rate (d′=2.50 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.001); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.049). | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right Striatum,174,5,True,0.6217749347288369,0.6086430559472936,0.15482658989536258,0.001712050847709179,0.0050907463832745425,0.01910179476688701,2.3684210777282715,Left,tonic,SPEC-TCNN neuron attention is high (a=0.005); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.019).
left Striatum,141,28,True,0.6046615697145481,2.782020986476163,0.0,0.0032538050785660745,0.057516931113079706,0.0,4.166666507720947,Right,delay_ramp,Choice-discriminative delay rate (d′=2.78 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.058); the unit is used as past context. | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,60,3,True,0.5683325234826754,4.048584194046985,0.05996923014992551,0.005235644988715649,0.006816155474291505,0.028099118770033484,8.421052932739258,Left,delay_choice,Choice-discriminative delay rate (d′=4.05 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.007); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.028). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right Striatum,193,24,True,0.5584148035426328,0.9246466117560983,0.09641651889041973,0.0023291138000786304,0.006982646628317522,0.018071457772285672,1.666666865348816,Left,lick_burst,Choice-discriminative delay rate (d′=0.92 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.007); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.018).
right ALM,108,51,True,0.5376876778075048,4.430831744402011,0.05841042940709709,0.0040083367377519614,0.009989589735172867,0.029952753142117018,8.903509140014648,Left,delay_choice,Choice-discriminative delay rate (d′=4.43 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.010); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.030). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,11,10,True,0.5291688765202753,4.810428190993408,0.042273500855803156,0.011276667378842831,0.008674973002984568,0.02329893583701687,9.078947067260742,Right,delay_choice,Choice-discriminative delay rate (d′=4.81 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.009); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.023). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,1,0,True,0.450621157563622,6.313774238036586,0.0,0.011179444007575512,0.039008854427233196,0.0,9.078947067260742,Right,delay_choice,Choice-discriminative delay rate (d′=6.31 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.039); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,3,2,True,0.4454938859622644,4.107511831882259,0.0494524327941768,0.010486182197928429,0.004295320045341374,0.02327290735180121,9.780701637268066,Right,delay_choice,Choice-discriminative delay rate (d′=4.11 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.004); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.023). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right Striatum,180,11,True,0.4047415971530694,0.9893043625028952,0.07485850492630496,0.0020505907014012337,0.007449044474901927,0.015011947235283138,2.1052632331848145,Right,lick_burst,Choice-discriminative delay rate (d′=0.99 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.007); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.015).
left Striatum,161,48,True,0.3944330411112056,1.1927068842741397,0.10659667122794807,0.0006538750603795052,0.011737224525857641,0.030154963487915316,2.5438594818115234,Right,lick_burst,Choice-discriminative delay rate (d′=1.19 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.012); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.030).
right Striatum,189,20,True,0.32634257148192375,0.7838247070474716,0.07540481630154935,0.0023824371397495273,0.006065433916995519,0.011980749195332574,2.3684210777282715,Left,lick_burst,SPEC-TCNN neuron attention is high (a=0.006); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.012).
left Striatum,142,29,True,0.30519339006246754,2.1802570517220503,0.0013227375396066966,0.00390745559707284,0.03151033645142082,0.0006840106208934622,2.3684210777282715,Right,lick_burst,Choice-discriminative delay rate (d′=2.18 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.001).
right Striatum,218,49,True,0.30097508522140226,2.014098585406632,0.0,0.0035179734230041506,0.020756927498156344,0.0,3.3333330154418945,Left,delay_ramp,Choice-discriminative delay rate (d′=2.01 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.021); the unit is used as past context. | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right Striatum,217,48,True,0.2846551354196331,0.6342692293937119,0.10188576263657045,0.0013935444876551628,0.005222888699577208,0.013099451291010495,2.4561405181884766,Left,lick_burst,SPEC-TCNN neuron attention is high (a=0.005); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.013).
right Striatum,220,51,True,0.28246483648871806,0.44393714399236955,0.09989994678130139,0.0025969335809350015,0.0043176814407964465,0.008989855363092318,2.412280321121216,Ignore,tonic,SPEC-TCNN neuron attention is high (a=0.004); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.009).
left Striatum,167,54,True,0.25848363211195646,1.656291345117056,0.014677112513053153,0.005396128445863724,0.01865939769363389,0.005765790013742663,2.7192981243133545,Right,lick_burst,Choice-discriminative delay rate (d′=1.66 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.019); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.006).
left Striatum,132,19,True,0.25604192428645134,0.47639932835873977,0.17830790835301122,0.002051346004009247,0.004685423804957779,0.011604668073040149,0.5263158082962036,Right,delay_suppress,SPEC-TCNN neuron attention is high (a=0.005); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.012).
right Striatum,178,9,True,0.22313480642526798,1.019755247321622,0.03751366489422245,0.0028332559391856193,0.007679363347717075,0.007754457095550691,2.3684210777282715,Ignore,tonic,Choice-discriminative delay rate (d′=1.02 vs other actions; prefers Ignore). | SPEC-TCNN neuron attention is high (a=0.008); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.008).
left Striatum,144,31,True,0.10384147735590864,0.6936531454466098,0.07290691768028017,0.003920276742428541,0.007125726726310548,0.011994787849438849,2.2807016372680664,Ignore,sample_sensory,SPEC-TCNN neuron attention is high (a=0.007); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.012).
right ALM,93,36,False,0.47335461484225916,5.608506365327813,0.0,0.005907509103417397,0.03243434258553817,0.0,8.640350341796875,Left,delay_choice,Choice-discriminative delay rate (d′=5.61 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,7,6,False,0.4320727138012891,4.066381443316368,0.06223893987695715,0.0070804920047521595,0.004122235138909157,0.02899709165342636,8.859648704528809,Right,delay_choice,Choice-discriminative delay rate (d′=4.07 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.004); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.029). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,6,5,False,0.4317227792930908,3.6428206449767515,0.061682946300338895,0.009561129659414292,0.0026988740511123947,0.025744652359645633,8.508770942687988,Right,delay_choice,Choice-discriminative delay rate (d′=3.64 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.003); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.026). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,58,1,False,0.3882035898008822,4.862354099528282,0.025333217496293865,0.0041236113756895065,0.01537996815688372,0.014256011083371796,10.394736289978027,Left,delay_choice,Choice-discriminative delay rate (d′=4.86 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.015); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.014). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,36,35,False,0.2319256668878671,4.159164316373825,0.0,0.01563049666583538,0.004523013611752954,0.0,9.912280082702637,Right,delay_choice,Choice-discriminative delay rate (d′=4.16 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.005); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,59,2,False,0.21862307546829357,4.455044751546025,0.0,0.005190259963274002,0.010234418078730007,0.0,8.070174217224121,Left,delay_choice,Choice-discriminative delay rate (d′=4.46 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.010); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,24,23,False,0.16864906227647666,1.699631463637795,0.1104071228121717,0.002670563757419586,0.0003866039572582074,0.021499877742368678,4.780701637268066,Right,delay_ramp,Choice-discriminative delay rate (d′=1.70 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.000); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.021). | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,54,53,False,0.16550820285257942,2.4099893984743823,0.0745766061084364,0.0048018284142017365,0.0007866305578102163,0.020592158790148217,3.9912281036376953,Right,delay_ramp,Choice-discriminative delay rate (d′=2.41 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.001); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.021). | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left ALM,46,45,False,0.152523824597248,4.054049631805337,0.02534861225301732,0.00710940882563591,0.004071712054086481,0.01177409059371853,9.298245429992676,Right,delay_choice,Choice-discriminative delay rate (d′=4.05 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.004); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.012). | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right Striatum,188,19,False,0.14737214353555095,1.7467360450817577,0.005459503795936848,0.002418177388608456,0.01588725875287978,0.0019330647932804474,3.8157894611358643,Left,delay_ramp,Choice-discriminative delay rate (d′=1.75 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.016); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.002). | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right Striatum,173,4,False,0.1381003595968377,1.1498339877222499,0.049738554677369845,0.0018457088619470597,0.005261050026607453,0.00646828436362553,4.561403274536133,Left,delay_ramp,Choice-discriminative delay rate (d′=1.15 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.005); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.006). | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,84,27,False,0.12260431727573788,2.4824208375620094,0.0667133763449489,0.002794586680829525,0.00142351979913932,0.019166791433869724,4.736842155456543,Left,delay_ramp,Choice-discriminative delay rate (d′=2.48 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.001); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.019). | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right Striatum,196,27,False,0.1188887564388852,2.236068006021719,0.0,0.0013191862031817435,0.02591571165443863,0.0,0.48245614767074585,Ignore,sparse,Choice-discriminative delay rate (d′=2.24 vs other actions; prefers Ignore). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
right Striatum,182,13,False,0.11791685437801519,0.9413161135865619,0.04609594489266924,0.0016764085739850998,0.007100019494961744,0.008795573796499064,2.850877046585083,Right,tonic,Choice-discriminative delay rate (d′=0.94 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.007); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.009).
right ALM,67,10,False,0.09490946357025629,1.3461825329982637,0.05639888969177118,0.005835255049169064,0.0003470671831032844,0.006991042991328145,3.9473679065704346,Left,delay_ramp,Choice-discriminative delay rate (d′=1.35 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.000); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.007). | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left Striatum,129,16,False,0.08838478911470371,1.403033737422362,0.0,0.006049393862485886,0.01448469252568344,0.0,4.385964870452881,Right,delay_ramp,Choice-discriminative delay rate (d′=1.40 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.014); the unit is used as past context. | Ground-truth type: delay-ramping preparatory cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left Striatum,150,37,False,0.07540798968053249,0.826023170010799,0.08783183251543902,0.0007412787526845932,0.008134235118788817,0.017207811070497063,3.464911937713623,Right,lick_burst,Choice-discriminative delay rate (d′=0.83 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.008); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.017).
right Striatum,208,39,False,0.07275724367257747,1.2983127389221913,0.023172105376950896,0.0016200365498661995,0.010146148600747886,0.006098328058164739,0.6140351295471191,Right,delay_suppress,Choice-discriminative delay rate (d′=1.30 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.010); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.006).
right Striatum,192,23,False,0.062068258062613485,0.28782561641333,0.08003210201385869,0.0024082547053694723,0.0036936200342846423,0.004669384304474135,2.236841917037964,Ignore,tonic,SPEC-TCNN neuron attention is high (a=0.004); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.005).
left Striatum,126,13,False,0.058448472536936066,0.5640761799615348,0.11529653653150955,0.000669778510928154,0.006259715498535296,0.015425366316412463,2.149122953414917,Right,tonic,SPEC-TCNN neuron attention is high (a=0.006); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.015).
right Striatum,191,22,False,0.05343969552233807,0.40620060552925025,0.15315757628353022,0.0004894394427537918,0.002984672439636908,0.002319396822133305,2.850877285003662,Ignore,lick_burst,SPEC-TCNN neuron attention is high (a=0.003); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.002).
left Striatum,124,11,False,0.03438369393197013,0.49589596849955636,0.0929578900197749,0.002798351086676121,0.005847150994465855,0.010933477283669087,2.4561402797698975,Left,tonic,SPEC-TCNN neuron attention is high (a=0.006); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.011).
right ALM,100,43,False,0.03281885023516454,3.6687194124019147,0.0,0.004165089689195156,0.00466193755096669,0.0,7.8947367668151855,Left,delay_choice,Choice-discriminative delay rate (d′=3.67 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.005); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
right ALM,57,0,False,0.0275323967417946,3.871070853402563,0.0,0.003765194118022919,0.005707507861982838,0.0,8.596491813659668,Left,delay_choice,Choice-discriminative delay rate (d′=3.87 vs other actions; prefers Left). | SPEC-TCNN neuron attention is high (a=0.006); the unit is used as past context. | Ground-truth type: persistent delay-choice cell — the ALM preparatory motif of Li/Inagaki/Svoboda.
left Striatum,117,4,False,0.02074553105599012,1.277231941319098,0.035831779237446126,0.0013468168675899506,0.012772449686642307,0.010854744405360352,2.324561357498169,Right,lick_burst,Choice-discriminative delay rate (d′=1.28 vs other actions; prefers Right). | SPEC-TCNN neuron attention is high (a=0.013); the unit is used as past context. | Occluding this unit raises lick-raster prediction error (ΔMSE gain=0.011).
