region,unit_id,local_index,selected,score,dprime,delay_lick_coupling,tf_selectivity,attention,prediction_gain,delay_rate_hz,preferred_class,neuron_type,reasons
right Striatum,2,2,True,0.5724647560307281,0.7262407743986127,0.07133995031095725,0.00047722505405545235,0.032151732593774796,0.0,2.734374761581421,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
right ALM,10,10,True,0.4976494271967453,0.7436231788867419,0.17540851190404294,0.0013696059584617616,0.03719387575984001,0.0,4.262153148651123,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.037); the unit is used as past context.
right Striatum,15,15,True,0.48024374750453297,0.41031384624670175,0.0,0.0016841064672917128,0.03403272107243538,0.0,2.578125238418579,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left ALM,20,20,True,0.41614739965363995,0.736302675180434,0.030415115919697384,0.0023285818286240103,0.04626844823360443,0.0,3.897568702697754,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.046); the unit is used as past context.
right Striatum,23,23,True,0.4148604520559724,0.4250393752599737,0.0,0.0006379464641213417,0.03845610469579697,0.0,2.6302082538604736,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.038); the unit is used as past context.
left Striatum,1,1,True,0.41175924498843375,0.3842860379189077,0.03722928677208797,0.001734316349029541,0.034184232354164124,0.0,3.0468742847442627,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left Striatum,17,17,True,0.3850278673180047,0.7579032865672436,0.0,0.0007715229876339436,0.03357797488570213,0.0,3.151041269302368,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left Striatum,10,10,True,0.37231768618244754,0.3753854200838725,0.02565467638935167,0.0008406280539929867,0.037831861525774,0.0,2.9861114025115967,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.038); the unit is used as past context.
right ALM,20,20,True,0.34469143191505724,1.2874705881991846,0.0015584771871760036,0.0022453106939792633,0.037371549755334854,0.0,5.243055820465088,Left,,Choice-discriminative delay rate (d′=1.29 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.037); the unit is used as past context.
left Striatum,16,16,True,0.3174122766923205,0.6316452033152166,0.028614050459316843,0.0010171066038310527,0.03148730844259262,0.0,2.6909725666046143,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.031); the unit is used as past context.
left Striatum,30,30,True,0.3094006398825094,0.7445481892238177,0.0,0.001857767440378666,0.028752697631716728,0.0,2.994791269302368,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
left ALM,25,25,True,0.2904066839504353,0.8426031846440419,0.06015924920878571,0.002489175368100405,0.03827064856886864,0.0,4.322916507720947,Right,,Choice-discriminative delay rate (d′=0.84 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.038); the unit is used as past context.
left ALM,0,0,True,0.27742658805993203,5.457382170993832,0.0,0.005370818544179201,0.01664276234805584,0.0,8.49826431274414,Right,,Choice-discriminative delay rate (d′=5.46 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.01). | SPEC-TCNN neuron attention is high (a=0.017); the unit is used as past context.
left ALM,26,26,True,0.23158049885153487,0.49064547404383,0.048701583068153344,0.0021784900687634944,0.040268342941999435,0.0,3.3072922229766846,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.040); the unit is used as past context.
right Striatum,30,30,False,0.3485369232592472,0.5241129935810891,0.03464883287701338,0.0005883427336812019,0.03399620205163956,0.0,2.4392364025115967,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
right Striatum,3,3,False,0.3319063103214294,0.3312327679477926,0.0895236211284438,0.00047585200518369676,0.03427265211939812,0.0,2.543402910232544,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left Striatum,18,18,False,0.2745481841213976,0.39682976123498304,0.0,0.001014736294746399,0.037392307072877884,0.0,2.500000238418579,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.037); the unit is used as past context.
left Striatum,5,5,False,0.25327616836803657,0.5371683594381969,0.0,0.0008974614087492227,0.03495175018906593,0.0,2.3263888359069824,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.035); the unit is used as past context.
left Striatum,26,26,False,0.2501929831841426,0.26378725805047987,0.11532365533183596,0.0008950687944889069,0.030177855864167213,0.0,2.534721612930298,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
left Striatum,3,3,False,0.2491563018019593,0.19559033597272943,0.0,0.0002646811306476593,0.043235015124082565,0.0,2.3611111640930176,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.043); the unit is used as past context.
right Striatum,5,5,False,0.2089587384271404,1.0184315153686965,0.0,0.0008615871891379357,0.024315757676959038,0.0,3.585068702697754,Left,,Choice-discriminative delay rate (d′=1.02 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.024); the unit is used as past context.
left ALM,11,11,False,0.20265274606869918,0.7687141418014312,0.051451478606095766,0.002516162022948265,0.03697439655661583,0.0,3.7760419845581055,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.037); the unit is used as past context.
left Striatum,12,12,False,0.1837824003183794,0.3855274666393133,0.080636742989022,0.0010705930180847645,0.029199525713920593,0.0,2.9079856872558594,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
left Striatum,4,4,False,0.17565577816251027,0.6259883402208308,0.0,0.001765135768800974,0.0290388073772192,0.0,2.9513885974884033,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
right Striatum,10,10,False,0.16872425813252667,0.338532522329459,0.0,0.0005168550647795201,0.03704626485705376,0.0,2.6215274333953857,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.037); the unit is used as past context.
left Striatum,14,14,False,0.16746659394506763,0.7742757705320262,0.0,0.0015945887193083764,0.02685597538948059,0.0,2.9166669845581055,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
right ALM,4,4,False,0.16725693979949066,2.6584742324850934,0.0,0.001570140663534403,0.0315449982881546,0.0,4.713542938232422,Left,,Choice-discriminative delay rate (d′=2.66 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
left ALM,10,10,False,0.16008154829431895,0.5091877100348529,0.015495321395660032,0.002443288080394268,0.04123157262802124,0.0,3.315971612930298,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.041); the unit is used as past context.
right Striatum,25,25,False,0.14305307052580465,0.032153313773015446,0.13112311496222415,0.0007581347599625587,0.032570794224739075,0.0,2.621528387069702,Ignore,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.033); the unit is used as past context.
left ALM,3,3,False,0.14129714717555758,5.310744398943561,0.0,0.0052647444419562815,0.013607540167868137,0.0,8.368056297302246,Right,,Choice-discriminative delay rate (d′=5.31 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.01). | SPEC-TCNN neuron attention is high (a=0.014); the unit is used as past context.
left Striatum,6,6,False,0.14052133007675682,0.6919448284445971,0.0,0.001195554155856371,0.029304513707756996,0.0,2.8819446563720703,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
left Striatum,31,31,False,0.13447718916165272,0.498488703243209,0.010410000728951967,0.002141155768185854,0.028455892577767372,0.0,3.1857635974884033,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.028); the unit is used as past context.
left Striatum,15,15,False,0.12538427774681188,0.7508326755556005,0.0048607053776403035,0.0014246882405132056,0.026790043339133263,0.0,2.960068941116333,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
right Striatum,7,7,False,0.11924762708764915,0.5570194447072572,0.0,0.0008681292645633221,0.03077504225075245,0.0,2.7864582538604736,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.031); the unit is used as past context.
left ALM,14,14,False,0.10253356408956896,0.4821363009038165,0.0759385904340903,0.0007966033183038235,0.03705962374806404,0.0,3.559028387069702,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.037); the unit is used as past context.
right Striatum,31,31,False,0.100187345149184,0.433795489814332,0.08781959861798631,0.0003292676992714405,0.030122749507427216,0.0,3.151041269302368,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
left ALM,18,18,False,0.10001523775749464,1.0850647195706138,0.0,0.003490860480815172,0.03592834994196892,0.0,4.557291507720947,Right,,Choice-discriminative delay rate (d′=1.09 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.036); the unit is used as past context.
left Striatum,21,21,False,0.09600797249054296,0.23145242108813885,0.027577861858111227,0.0005834379233419895,0.036687787622213364,0.0,2.387153148651123,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.037); the unit is used as past context.
left ALM,16,16,False,0.0959313463052444,0.8728282267662191,0.05808554651431104,0.001913941279053688,0.03422778472304344,0.0,3.9322919845581055,Right,,Choice-discriminative delay rate (d′=0.87 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left Striatum,7,7,False,0.08273976126667536,0.4627165123468108,0.0,0.0017730040475726128,0.030429916456341743,0.0,2.838541269302368,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
right Striatum,11,11,False,0.07886101115335864,0.2847340613399415,0.06286592005626938,0.00034946613013744356,0.033740412443876266,0.0,2.6822917461395264,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
right Striatum,4,4,False,0.06904064635522683,0.4883649800591997,0.0,0.0007569009438157081,0.03181074559688568,0.0,2.7864582538604736,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
right ALM,13,13,False,0.06073879802566797,0.8909198659019455,0.0,0.0012553204782307149,0.03774621710181236,0.0,3.906249761581421,Left,,Choice-discriminative delay rate (d′=0.89 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.038); the unit is used as past context.
left ALM,6,6,False,0.052761369840847235,0.9893210186903224,0.033420378197406626,0.002413447294384241,0.03397350758314133,0.0,3.967013120651245,Right,,Choice-discriminative delay rate (d′=0.99 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left Striatum,24,24,False,0.03336544531064663,0.43529497602532385,0.05886479705525432,0.0012330312281847,0.027118943631649017,0.0,2.5520832538604736,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
right ALM,16,16,False,0.032080178215258895,0.9566565809850908,0.06511497384379376,0.0016499262303113938,0.029886821284890175,0.0,4.470485210418701,Left,,Choice-discriminative delay rate (d′=0.96 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
right ALM,31,31,False,0.03058635007485487,0.9079613847276208,0.0995002956181038,0.0016693156212568283,0.02759481780230999,0.0,3.7934036254882812,Left,,Choice-discriminative delay rate (d′=0.91 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.028); the unit is used as past context.
left Striatum,9,9,False,0.015380722318010659,0.3569793315388601,0.016066971368626753,0.0014075487852096558,0.03118407540023327,0.0,2.9253480434417725,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.031); the unit is used as past context.
right ALM,30,30,False,0.0040856012036279005,0.7345015410259277,0.08322933459558614,0.0010915692895650865,0.03226659819483757,0.0,4.2708330154418945,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
left ALM,27,27,False,0.0026971924790749266,0.964016539143349,0.023012033401027983,0.003030137624591589,0.03219444677233696,0.0,4.019096851348877,Right,,Choice-discriminative delay rate (d′=0.96 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
left ALM,13,13,False,0.0007637885993292404,0.6182380696266406,0.0,0.0016990776173770427,0.039858970791101456,0.0,3.315972089767456,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.040); the unit is used as past context.
left ALM,22,22,False,-0.008671945594331126,0.7238195535267714,0.0,0.0022028193809092043,0.03777946159243584,0.0,3.4548614025115967,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.038); the unit is used as past context.
right Striatum,19,19,False,-0.024093035264425078,0.5105082459388519,0.0,8.995514363050461e-05,0.033680688589811325,0.0,2.4826385974884033,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left ALM,2,2,False,-0.028316444589790102,3.9347574627987436,0.019883470416320857,0.00511347521096468,0.01289837434887886,0.0,9.149307250976562,Right,,Choice-discriminative delay rate (d′=3.93 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.01). | SPEC-TCNN neuron attention is high (a=0.013); the unit is used as past context.
left Striatum,0,0,False,-0.054754292000146046,0.4925509967694865,0.0,0.0014939749613404273,0.028659136965870857,0.0,2.960068941116333,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
left Striatum,19,19,False,-0.07648805302616768,0.1185536811821352,0.050656670888625854,0.0006990859284996987,0.03358331695199013,0.0,2.352430582046509,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
right ALM,11,11,False,-0.09362628608181095,0.6049118677759713,0.18368544577298268,0.0006965674459934235,0.02586962841451168,0.0,3.671875238418579,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
right ALM,8,8,False,-0.09518785219835496,0.6121637560983513,0.12263327658565928,0.0013856964185833933,0.025669313967227936,0.0,3.6111109256744385,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
right Striatum,12,12,False,-0.09987952403647576,0.42386656665076783,0.04477218147174775,0.0003904182463884354,0.02972358651459217,0.0,2.578124761581421,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
right ALM,15,15,False,-0.11612361778881021,0.6783549240769418,0.013292001890382866,0.0012831779196858407,0.032891128212213516,0.0,3.6197917461395264,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.033); the unit is used as past context.
right Striatum,27,27,False,-0.11674950669959964,0.6242663388533539,0.0,0.0008446778170764446,0.026395702734589577,0.0,3.385416030883789,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.026); the unit is used as past context.
left ALM,30,30,False,-0.12098598444091402,0.981370219483737,0.0,0.002428587432950735,0.032759103924036026,0.0,4.61805534362793,Right,,Choice-discriminative delay rate (d′=0.98 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.033); the unit is used as past context.
left ALM,23,23,False,-0.12960262309998002,0.7743841958618871,0.010089972208023316,0.002684926614165306,0.03158688545227051,0.0,4.001736164093018,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
right Striatum,21,21,False,-0.1340955741946599,0.33357042269823717,0.0,0.0007566874846816063,0.03151837736368179,0.0,2.508680582046509,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
left ALM,28,28,False,-0.1440639647516632,0.9666911480722576,0.0,0.0026843960396945475,0.03147415816783905,0.0,4.166666507720947,Right,,Choice-discriminative delay rate (d′=0.97 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.031); the unit is used as past context.
right Striatum,8,8,False,-0.1448348188517758,0.2658252724676027,0.009732336196496086,0.0006055837497115136,0.03272406384348869,0.0,2.942708730697632,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.033); the unit is used as past context.
right ALM,14,14,False,-0.1514973717431875,0.9177105587150213,0.006149696383716913,0.001506816130131483,0.0301115233451128,0.0,4.375000476837158,Left,,Choice-discriminative delay rate (d′=0.92 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
left ALM,7,7,False,-0.15216988399929868,0.6423757016443383,0.0,0.0025511499494314193,0.033035602420568466,0.0,3.715277910232544,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.033); the unit is used as past context.
right ALM,17,17,False,-0.1563401772196592,0.7899067091488569,0.07022370909216337,0.0007367347367107868,0.030920686200261116,0.0,4.305555820465088,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.031); the unit is used as past context.
left ALM,24,24,False,-0.16418347919335444,0.7500846937567469,0.0,0.0019677959382534025,0.03375018760561943,0.0,3.8888890743255615,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.034); the unit is used as past context.
left Striatum,11,11,False,-0.1725905051487984,0.45181106369881796,0.0,0.0003825090825557709,0.03141280636191368,0.0,2.743055582046509,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.031); the unit is used as past context.
left ALM,5,5,False,-0.19796006020337115,0.9222767411661628,0.0,0.003020388353615999,0.02921072393655777,0.0,4.427084445953369,Right,,Choice-discriminative delay rate (d′=0.92 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.029); the unit is used as past context.
left ALM,19,19,False,-0.1981688728349354,1.0333414183618563,0.041619154455358555,0.001902067381888628,0.026868479326367378,0.0,4.704862117767334,Right,,Choice-discriminative delay rate (d′=1.03 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
left Striatum,25,25,False,-0.20353365228286752,0.17026228333352447,0.0,0.000538700819015503,0.03539813682436943,0.0,2.421875,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.035); the unit is used as past context.
right Striatum,6,6,False,-0.21703856490314186,0.11953096206812507,0.08560736756459826,0.00017939237877726555,0.03182443603873253,0.0,2.1527774333953857,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
right ALM,12,12,False,-0.21927524594941641,0.921417241700207,0.0,0.0012832525186240672,0.03012123703956604,0.0,4.0104169845581055,Left,,Choice-discriminative delay rate (d′=0.92 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.030); the unit is used as past context.
left ALM,31,31,False,-0.22758464612619422,0.587664408738015,0.0,0.0011955222114920616,0.034670159220695496,0.0,3.1423609256744385,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.035); the unit is used as past context.
left ALM,9,9,False,-0.22945592403958942,0.6241634160473243,0.0,0.0004048311151564121,0.03654680773615837,0.0,3.489583730697632,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.037); the unit is used as past context.
left ALM,4,4,False,-0.2348957184073115,2.6551461614808765,0.0,0.003856984991580248,0.018197664991021156,0.0,4.878472328186035,Right,,Choice-discriminative delay rate (d′=2.66 vs other actions; prefers Right). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.018); the unit is used as past context.
right ALM,7,7,False,-0.2415372192790033,0.4141047461467661,0.0,0.0011485932394862176,0.032392632216215134,0.0,3.854166030883789,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
right ALM,26,26,False,-0.25315005325984996,0.4168114259261649,0.18373408560854934,0.0004467558115720749,0.023984571918845177,0.0,2.5954864025115967,Left,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.024); the unit is used as past context.
left ALM,21,21,False,-0.2570477724643567,0.7703415248344975,0.0,0.0015801519155502319,0.03197859227657318,0.0,4.453125,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.032); the unit is used as past context.
right ALM,6,6,False,-0.25819549588526813,0.9985929850059342,0.0,0.0016005768440663815,0.02683219313621521,0.0,4.539931297302246,Left,,Choice-discriminative delay rate (d′=1.00 vs other actions; prefers Left). | Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.027); the unit is used as past context.
left Striatum,23,23,False,-0.2673046700636915,0.1626697443524741,0.0,0.0003669419325888157,0.03511003777384758,0.0,2.2222225666046143,Right,,Delay-period β/low-γ wavelet power is class-modulated (TF score=0.00). | SPEC-TCNN neuron attention is high (a=0.035); the unit is used as past context.
